year,month,day_endofweek,Date,statefips,state_name,contclaims_count_regular,contclaims_count_peuc,contclaims_count_pua,pand_claims,contclaims_count_combined,reg_reg_claims,reg_pand_claim,early_reg_claim,early_pand_claims,binary_dumb,covid_cases,covid_death_count,full_vaccine
2020,6,6,6/6/20,23,Maine,78247,136,23813,23949,102196,78247,23949,.,.,1,265,13,0
2020,6,6,6/6/20,24,Maryland,247237,8642,444425,453067,700304,.,.,247237,453067,1,6185,247,0
2020,6,6,6/6/20,25,Massachusetts,574019,32501,470605,503106,1077125,574019,503106,.,.,1,6815,557,0
2020,6,6,6/6/20,26,Michigan,756276,19509,1080267,1099776,1856052,756276,1099776,.,.,1,4459,315,0
2020,6,6,6/6/20,27,Minnesota,398799,16909,79964,96873,495672,398799,96873,.,.,1,3602,160,0
2020,6,6,6/6/20,28,Mississippi,148902,728,52240,52968,201870,.,.,148902,52968,1,2155,103,0
2020,6,6,6/6/20,29,Missouri,236531,12995,87467,100462,336993,.,.,236531,100462,1,1395,85,0
2020,6,6,6/6/20,30,Montana,46305,1778,40658,42436,88741,.,.,46305,42436,1,42,0,0
2020,6,6,6/6/20,31,Nebraska,60466,1792,24421,26213,86679,.,.,60466,26213,1,1865,23,0
2020,6,6,6/6/20,32,Nevada,334182,7195,92845,100040,434222,334182,100040,.,.,1,836,23,0
2020,6,6,6/6/20,33,New Hampshire,102189,0,0,0,102189,.,.,.,.,1,493,40,0
2020,6,6,6/6/20,34,New Jersey,559057,128341,369376,497717,1056774,559057,497717,.,.,1,5262,545,0
2020,6,6,6/6/20,35,New Mexico,104019,3531,45418,48949,152968,104019,48949,.,.,1,950,44,0
2020,6,6,6/6/20,36,New York,2204180,69209,927026,996235,3200415,2204180,996235,.,.,1,8631,584,0
2020,6,6,6/6/20,37,North Carolina,537652,19970,199114,219084,756736,537652,219084,.,.,1,6186,136,0
2020,6,6,6/6/20,38,North Dakota,29855,1716,7482,9198,39053,.,.,29855,9198,1,214,11,0
2020,6,6,6/6/20,39,Ohio,519409,15066,815459,830525,1349934,.,.,519409,830525,1,3350,229,0
2020,6,6,6/6/20,40,Oklahoma,156795,5910,20167,26077,182872,.,.,156795,26077,1,575,19,0
2020,6,6,6/6/20,41,Oregon,275768,0,20946,20946,296714,275768,20946,.,.,1,390,8,0
2020,6,6,6/6/20,42,Pennsylvania,846788,60964,1187770,1248734,2095522,846788,1248734,.,.,1,4183,453,0
2020,6,6,6/6/20,44,Rhode Island,76946,3989,42680,46669,123615,76946,46669,.,.,1,831,89,0
2020,6,6,6/6/20,45,South Carolina,212570,13807,72701,86508,299078,.,.,212570,86508,1,2118,56,0
2020,6,6,6/6/20,46,South Dakota,20573,210,4345,4555,25128,.,.,20573,4555,1,430,9,0
2020,6,6,6/6/20,47,Tennessee,310065,4923,94465,99388,409453,.,.,310065,99388,1,3359,41,0
2020,6,6,6/6/20,48,Texas,1215507,71520,475514,547034,1762541,.,.,1215507,547034,1,10399,167,0
2020,6,6,6/6/20,49,Utah,78145,2365,10891,13256,91401,.,.,78145,13256,1,1813,13,0
2020,6,6,6/6/20,50,Vermont,45207,1145,8664,9809,55016,45207,9809,.,.,1,37,0,0
2020,6,6,6/6/20,51,Virginia,396056,0,218743,218743,614799,396056,218743,.,.,1,6833,142,0
2020,6,6,6/6/20,53,Washington,438156,17653,167283,184936,623092,438156,184936,.,.,1,2013,45,0
2020,6,6,6/6/20,54,West Virginia,83162,4149,0,4149,87311,.,.,83162,4149,1,189,5,0
2020,6,6,6/6/20,55,Wisconsin,255805,0,15100,15100,270905,255805,15100,.,.,1,2901,76,0
2020,6,6,6/6/20,56,Wyoming,15552,0,2945,2945,18497,.,.,15552,2945,1,58,3,0
2020,6,13,6/13/20,1,Alabama,163982,19452,41103,60555,224537,.,.,163982,60555,1,3341,83,0
2020,6,13,6/13/20,2,Alaska,45792,0,20946,20946,66738,.,.,45792,20946,1,128,0,0
2020,6,13,6/13/20,4,Arizona,209529,6924,2322335,2329259,2538788,.,.,209529,2329259,1,8038,135,0
2020,6,13,6/13/20,5,Arkansas,113623,7067,78095,85162,198785,.,.,113623,85162,1,2474,22,0
2020,6,13,6/13/20,6,California,3001413,208089,1168326,1376415,4377828,3001413,1376415,.,.,1,19897,427,0
2020,6,13,6/13/20,8,Colorado,242785,0,130301,130301,373086,242785,130301,.,.,1,1412,76,0
2020,6,13,6/13/20,9,Connecticut,260518,16067,47044,63111,323629,260518,63111,.,.,1,1314,128,0
2020,6,13,6/13/20,10,Delaware,47115,1919,12700,14619,61734,47115,14619,.,.,1,375,31,0
2020,6,13,6/13/20,11,District of Columbia,72934,1659,12479,14138,87072,72934,14138,.,.,1,505,26,0
2020,6,13,6/13/20,12,Florida,920202,0,0,0,920202,.,.,920202,0,1,8882,239,0
2020,6,13,6/13/20,13,Georgia,682501,0,0,0,682501,.,.,682501,0,1,4710,194,0
2020,6,13,6/13/20,15,Hawaii,114119,2471,112319,114790,228909,114119,114790,.,.,1,32,0,0
2020,6,13,6/13/20,16,Idaho,36764,3967,16839,20806,57570,.,.,36764,20806,1,273,2,0
2020,6,13,6/13/20,17,Illinois,710279,32604,203054,235658,945937,710279,235658,.,.,1,6809,622,0
2020,6,13,6/13/20,18,Indiana,211255,12192,261370,273562,484817,.,.,211255,273562,1,2749,148,0
2020,6,13,6/13/20,19,Iowa,152739,9384,16559,25943,178682,.,.,152739,25943,1,2237,59,0
2020,6,13,6/13/20,20,Kansas,78912,1402,45436,46838,125750,78912,46838,.,.,1,654,14,0
2020,6,13,6/13/20,21,Kentucky,180952,7214,41173,48387,229339,180952,48387,.,.,1,1436,44,0
2020,6,13,6/13/20,22,Louisiana,306358,3367,150962,154329,460687,.,.,306358,154329,1,3015,110,0
2020,6,13,6/13/20,23,Maine,66966,127,26378,26505,93471,66966,26505,.,.,1,232,5,0
2020,6,13,6/13/20,24,Maryland,250568,10579,532637,543216,793784,.,.,250568,543216,1,4480,208,0
2020,6,13,6/13/20,25,Massachusetts,577991,31078,425391,456469,1034460,577991,456469,.,.,1,3134,327,0
2020,6,13,6/13/20,26,Michigan,726922,37471,916421,953892,1680814,726922,953892,.,.,1,5286,315,0
2020,6,13,6/13/20,27,Minnesota,371930,18436,66362,84798,456728,371930,84798,.,.,1,2954,149,0
2020,6,13,6/13/20,28,Mississippi,123192,4591,75185,79776,202968,.,.,123192,79776,1,2086,82,0
2020,6,13,6/13/20,29,Missouri,218596,13198,81948,95146,313742,.,.,218596,95146,1,1635,60,0
2020,6,13,6/13/20,30,Montana,44298,1991,44030,46021,90319,.,.,44298,46021,1,33,0,0
2020,6,13,6/13/20,31,Nebraska,57359,1605,25715,27320,84679,.,.,57359,27320,1,1257,21,0
2020,6,13,6/13/20,32,Nevada,312009,7817,114766,122583,434592,312009,122583,.,.,1,1265,25,0
2020,6,13,6/13/20,33,New Hampshire,98440,0,0,0,98440,.,.,.,.,1,353,37,0
2020,6,13,6/13/20,34,New Jersey,538269,72750,380583,453333,991602,538269,453333,.,.,1,3234,485,0
2020,6,13,6/13/20,35,New Mexico,104805,3797,47067,50864,155669,104805,50864,.,.,1,1056,38,0
2020,6,13,6/13/20,36,New York,1958856,71696,906534,978230,2937086,1958856,978230,.,.,1,6179,455,0
2020,6,13,6/13/20,37,North Carolina,524787,35360,199299,234659,759446,524787,234659,.,.,1,7491,119,0
2020,6,13,6/13/20,38,North Dakota,29103,1868,7581,9449,38552,.,.,29103,9449,1,263,7,0
2020,6,13,6/13/20,39,Ohio,477842,15653,1193835,1209488,1687330,.,.,477842,1209488,1,2792,176,0
2020,6,13,6/13/20,40,Oklahoma,173361,6321,20190,26511,199872,.,.,173361,26511,1,743,14,0
2020,6,13,6/13/20,41,Oregon,251869,0,26483,26483,278352,251869,26483,.,.,1,718,12,0
2020,6,13,6/13/20,42,Pennsylvania,913810,67549,1954660,2022209,2936019,913810,2022209,.,.,1,3618,365,0
2020,6,13,6/13/20,44,Rhode Island,73083,2946,42580,45526,118609,73083,45526,.,.,1,547,68,0
2020,6,13,6/13/20,45,South Carolina,200903,9988,67862,77850,278753,.,.,200903,77850,1,3170,58,0
2020,6,13,6/13/20,46,South Dakota,18649,670,4296,4966,23615,.,.,18649,4966,1,447,5,0
2020,6,13,6/13/20,47,Tennessee,297873,4782,114795,119577,417450,.,.,297873,119577,1,3534,51,0
2020,6,13,6/13/20,48,Texas,1297296,58408,424036,482444,1779740,.,.,1297296,482444,1,11990,152,0
2020,6,13,6/13/20,49,Utah,75383,2898,10632,13530,88913,.,.,75383,13530,1,2353,15,0
2020,6,13,6/13/20,50,Vermont,43338,1143,9473,10616,53954,43338,10616,.,.,1,90,0,0
2020,6,13,6/13/20,51,Virginia,386893,0,227730,227730,614623,386893,227730,.,.,1,5234,86,0
2020,6,13,6/13/20,53,Washington,410204,7070,179818,186888,597092,410204,186888,.,.,1,2183,43,0
2020,6,13,6/13/20,54,West Virginia,75236,4256,0,4256,79492,.,.,75236,4256,1,128,7,0
2020,6,13,6/13/20,55,Wisconsin,238528,0,17675,17675,256203,238528,17675,.,.,1,3429,58,0
2020,6,13,6/13/20,56,Wyoming,15371,0,2948,2948,18319,.,.,15371,2948,1,72,0,0
2020,6,20,6/20/20,1,Alabama,150002,24279,41329,65608,215610,.,.,150002,65608,1,5268,60,0
2020,6,20,6/20/20,2,Alaska,44380,20,18950,18970,63350,.,.,44380,18970,1,133,0,0
2020,6,20,6/20/20,4,Arizona,217934,0,1983612,1983612,2201546,.,.,217934,1983612,1,11677,155,0
2020,6,20,6/20/20,5,Arkansas,112189,7251,84065,91316,203505,.,.,112189,91316,1,3121,34,0
2020,6,20,6/20/20,6,California,2779425,251012,1708298,1959310,4738735,2779425,1959310,.,.,1,22696,430,0
2020,6,20,6/20/20,8,Colorado,259341,0,94822,94822,354163,259341,94822,.,.,1,1208,58,0
2020,6,20,6/20/20,9,Connecticut,250774,15101,48580,63681,314455,250774,63681,.,.,1,1012,97,0
2020,6,20,6/20/20,10,Delaware,45112,1981,11164,13145,58257,45112,13145,.,.,1,393,18,0
2020,6,20,6/20/20,11,District of Columbia,72927,1770,12762,14532,87459,72927,14532,.,.,1,341,24,0
2020,6,20,6/20/20,12,Florida,995792,0,0,0,995792,.,.,995792,0,1,15627,222,0
2020,6,20,6/20/20,13,Georgia,669735,0,0,0,669735,.,.,669735,0,1,5772,238,0
2020,6,20,6/20/20,15,Hawaii,132466,2597,106207,108804,241270,132466,108804,.,.,1,66,0,0
2020,6,20,6/20/20,16,Idaho,33060,4409,2243,6652,39712,.,.,33060,6652,1,398,5,0
2020,6,20,6/20/20,17,Illinois,705839,39265,338997,378262,1084101,705839,378262,.,.,1,4660,395,0
2020,6,20,6/20/20,18,Indiana,201242,11280,279532,290812,492054,.,.,201242,290812,1,2718,117,0
2020,6,20,6/20/20,19,Iowa,152781,9070,15766,24836,177617,.,.,152781,24836,1,1946,39,0
2020,6,20,6/20/20,20,Kansas,75709,0,56155,56155,131864,75709,56155,.,.,1,869,9,0
2020,6,20,6/20/20,21,Kentucky,171917,7549,56959,64508,236425,171917,64508,.,.,1,1189,30,0
2020,6,20,6/20/20,22,Louisiana,300389,3432,149592,153024,453413,.,.,300389,153024,1,4025,86,0
2020,6,20,6/20/20,23,Maine,64717,125,27962,28087,92804,64717,28087,.,.,1,205,0,0
2020,6,20,6/20/20,24,Maryland,244172,11699,712097,723796,967968,.,.,244172,723796,1,3259,154,0
2020,6,20,6/20/20,25,Massachusetts,566165,34024,430983,465007,1031172,566165,465007,.,.,1,1873,276,0
2020,6,20,6/20/20,26,Michigan,584424,22033,1069572,1091605,1676029,584424,1091605,.,.,1,1440,91,0
2020,6,20,6/20/20,27,Minnesota,351772,19817,63474,83291,435063,351772,83291,.,.,1,2400,107,0
2020,6,20,6/20/20,28,Mississippi,97069,4093,54403,58496,155565,.,.,97069,58496,1,2089,67,0
2020,6,20,6/20/20,29,Missouri,210195,14814,88820,103634,313829,.,.,210195,103634,1,1576,73,0
2020,6,20,6/20/20,30,Montana,42681,2187,46489,48676,91357,.,.,42681,48676,1,78,0,0
2020,6,20,6/20/20,31,Nebraska,57701,1590,29446,31036,88737,.,.,57701,31036,1,1114,29,0
2020,6,20,6/20/20,32,Nevada,294649,8561,165233,173794,468443,294649,173794,.,.,1,1685,20,0
2020,6,20,6/20/20,33,New Hampshire,92776,0,0,0,92776,.,.,.,.,1,246,28,0
2020,6,20,6/20/20,34,New Jersey,528173,73018,391603,464621,992794,528173,464621,.,.,1,2451,385,0
2020,6,20,6/20/20,35,New Mexico,103020,4027,50908,54935,157955,103020,54935,.,.,1,791,39,0
2020,6,20,6/20/20,36,New York,1837451,73072,1010677,1083749,2921200,1837451,1083749,.,.,1,4959,351,0
2020,6,20,6/20/20,37,North Carolina,529343,78038,202756,280794,810137,529343,280794,.,.,1,8675,107,0
2020,6,20,6/20/20,38,North Dakota,28736,2122,6951,9073,37809,.,.,28736,9073,1,216,3,0
2020,6,20,6/20/20,39,Ohio,450674,16702,598238,614940,1065614,.,.,450674,614940,1,2992,160,0
2020,6,20,6/20/20,40,Oklahoma,182191,6691,20309,27000,209191,.,.,182191,27000,1,1506,9,0
2020,6,20,6/20/20,41,Oregon,224476,0,25899,25899,250375,224476,25899,.,.,1,1063,14,0
2020,6,20,6/20/20,42,Pennsylvania,748874,39955,2650885,2690840,3439714,748874,2690840,.,.,1,2982,247,0
2020,6,20,6/20/20,44,Rhode Island,69236,3085,43942,47027,116263,69236,47027,.,.,1,439,60,0
2020,6,20,6/20/20,45,South Carolina,198224,15363,72732,88095,286319,.,.,198224,88095,1,5007,44,0
2020,6,20,6/20/20,46,South Dakota,17163,344,4109,4453,21616,.,.,17163,4453,1,436,7,0
2020,6,20,6/20/20,47,Tennessee,283631,4797,129748,134545,418176,.,.,283631,134545,1,3915,56,0
2020,6,20,6/20/20,48,Texas,1221813,107885,517121,625006,1846819,.,.,1221813,625006,1,18009,179,0
2020,6,20,6/20/20,49,Utah,73619,3557,10808,14365,87984,.,.,73619,14365,1,2599,19,0
2020,6,20,6/20/20,50,Vermont,42681,1165,9896,11061,53742,42681,11061,.,.,1,40,0,0
2020,6,20,6/20/20,51,Virginia,375579,0,280883,280883,656462,375579,280883,.,.,1,3628,71,0
2020,6,20,6/20/20,53,Washington,418459,6812,150519,157331,575790,418459,157331,.,.,1,2293,52,0
2020,6,20,6/20/20,54,West Virginia,70276,4487,0,4487,74763,.,.,70276,4487,1,185,3,0
2020,6,20,6/20/20,55,Wisconsin,225424,19101,21430,40531,265955,225424,40531,.,.,1,2994,46,0
2020,6,20,6/20/20,56,Wyoming,15070,0,4304,4304,19374,.,.,15070,4304,1,127,0,0
2020,6,27,6/27/20,1,Alabama,141450,31334,45963,77297,218747,.,.,141450,77297,1,4748,80,0
2020,6,27,6/27/20,2,Alaska,43208,3478,19007,22485,65693,.,.,43208,22485,1,157,0,0
2020,6,27,6/27/20,4,Arizona,217505,9583,0,9583,227088,.,.,217505,9583,1,18843,192,0
2020,6,27,6/27/20,5,Arkansas,108691,7483,100545,108028,216719,.,.,108691,108028,1,3698,41,0
2020,6,27,6/27/20,6,California,2901601,228594,1572438,1801032,4702633,2901601,1801032,.,.,1,32326,436,0
2020,6,27,6/27/20,8,Colorado,237236,295,89955,90250,327486,237236,90250,.,.,1,1515,38,0
2020,6,27,6/27/20,9,Connecticut,247195,15499,49218,64717,311912,247195,64717,.,.,1,542,65,0
2020,6,27,6/27/20,10,Delaware,44034,2046,10600,12646,56680,44034,12646,.,.,1,455,58,0
2020,6,27,6/27/20,11,District of Columbia,72807,1919,13103,15022,87829,72807,15022,.,.,1,255,17,0
2020,6,27,6/27/20,12,Florida,741344,0,0,0,741344,.,.,741344,0,1,27764,250,0
2020,6,27,6/27/20,13,Georgia,661233,0,67249,67249,728482,.,.,661233,67249,1,8821,145,0
2020,6,27,6/27/20,15,Hawaii,128990,2953,92086,95039,224029,128990,95039,.,.,1,78,0,0
2020,6,27,6/27/20,16,Idaho,30886,4787,2774,7561,38447,.,.,30886,7561,1,1002,0,0
2020,6,27,6/27/20,17,Illinois,676722,36561,478658,515219,1191941,676722,515219,.,.,1,4653,299,0
2020,6,27,6/27/20,18,Indiana,191288,10893,105809,116702,307990,.,.,191288,116702,1,2376,102,0
2020,6,27,6/27/20,19,Iowa,141748,9572,15484,25056,166804,.,.,141748,25056,1,2304,23,0
2020,6,27,6/27/20,20,Kansas,76479,1905,118650,120555,197034,76479,120555,.,.,1,1271,14,0
2020,6,27,6/27/20,21,Kentucky,159343,7820,36848,44668,204011,159343,44668,.,.,1,1368,28,0
2020,6,27,6/27/20,22,Louisiana,306089,3609,154047,157656,463745,.,.,306089,157656,1,4232,94,0
2020,6,27,6/27/20,23,Maine,62989,1603,24687,26290,89279,62989,26290,.,.,1,182,0,0
2020,6,27,6/27/20,24,Maryland,233592,11781,712097,723878,957470,.,.,233592,723878,1,2523,115,0
2020,6,27,6/27/20,25,Massachusetts,557288,35765,428570,464335,1021623,557288,464335,.,.,1,1476,214,0
2020,6,27,6/27/20,26,Michigan,633953,39067,886607,925674,1559627,633953,925674,.,.,1,1973,73,0
2020,6,27,6/27/20,27,Minnesota,337382,21558,63882,85440,422822,337382,85440,.,.,1,2522,71,0
2020,6,27,6/27/20,28,Mississippi,147624,4123,56913,61036,208660,.,.,147624,61036,1,3081,74,0
2020,6,27,6/27/20,29,Missouri,204121,19842,91964,111806,315927,.,.,204121,111806,1,2409,68,0
2020,6,27,6/27/20,30,Montana,41027,2345,46429,48774,89801,.,.,41027,48774,1,138,0,0
2020,6,27,6/27/20,31,Nebraska,56876,1644,29158,30802,87678,.,.,56876,30802,1,1023,24,0
2020,6,27,6/27/20,32,Nevada,286943,9405,157196,166601,453544,286943,166601,.,.,1,2614,21,0
2020,6,27,6/27/20,33,New Hampshire,86586,0,0,0,86586,.,.,.,.,1,196,22,0
2020,6,27,6/27/20,34,New Jersey,519167,68872,387853,456725,975892,519167,456725,.,.,1,2978,1022,0
2020,6,27,6/27/20,35,New Mexico,95535,4400,57619,62019,157554,95535,62019,.,.,1,984,29,0
2020,6,27,6/27/20,36,New York,1722331,75980,1104345,1180325,2902656,1722331,1180325,.,.,1,4583,274,0
2020,6,27,6/27/20,37,North Carolina,463568,115952,192944,308896,772464,463568,308896,.,.,1,8929,97,0
2020,6,27,6/27/20,38,North Dakota,28446,2572,7153,9725,38171,.,.,28446,9725,1,205,7,0
2020,6,27,6/27/20,39,Ohio,431377,17113,438320,455433,886810,.,.,431377,455433,1,4387,132,0
2020,6,27,6/27/20,40,Oklahoma,165298,6255,20497,26752,192050,.,.,165298,26752,1,2488,8,0
2020,6,27,6/27/20,41,Oregon,216513,9486,20354,29840,246353,216513,29840,.,.,1,1296,13,0
2020,6,27,6/27/20,42,Pennsylvania,809609,61587,3073064,3134651,3944260,809609,3134651,.,.,1,3305,182,0
2020,6,27,6/27/20,44,Rhode Island,67100,3377,47016,50393,117493,67100,50393,.,.,1,362,42,0
2020,6,27,6/27/20,45,South Carolina,197125,13181,70734,83915,281040,.,.,197125,83915,1,7073,62,0
2020,6,27,6/27/20,46,South Dakota,17142,294,3506,3800,20942,.,.,17142,3800,1,386,7,0
2020,6,27,6/27/20,47,Tennessee,279199,4843,139324,144167,423366,.,.,279199,144167,1,4835,55,0
2020,6,27,6/27/20,48,Texas,1301714,72917,484533,557450,1859164,.,.,1301714,557450,1,31468,196,0
2020,6,27,6/27/20,49,Utah,72216,4031,10481,14512,86728,.,.,72216,14512,1,3440,16,0
2020,6,27,6/27/20,50,Vermont,42420,1173,9485,10658,53078,42420,10658,.,.,1,47,0,0
2020,6,27,6/27/20,51,Virginia,366714,0,351287,351287,718001,366714,351287,.,.,1,3679,85,0
2020,6,27,6/27/20,53,Washington,416604,8114,164538,172652,589256,416604,172652,.,.,1,3117,52,0
2020,6,27,6/27/20,54,West Virginia,69096,4641,0,4641,73737,.,.,69096,4641,1,260,5,0
2020,6,27,6/27/20,55,Wisconsin,222897,10462,22283,32745,255642,222897,32745,.,.,1,2538,46,0
2020,6,27,6/27/20,56,Wyoming,14494,0,2380,2380,16874,.,.,14494,2380,1,174,0,0
2020,7,4,7/4/20,1,Alabama,138272,43666,44321,87987,226259,.,.,138272,87987,1,6906,88,0
2020,7,4,7/4/20,2,Alaska,42110,2945,16633,19578,61688,.,.,42110,19578,1,248,0,0
2020,7,4,7/4/20,4,Arizona,216603,11296,0,11296,227899,.,.,216603,11296,1,22852,253,0
2020,7,4,7/4/20,5,Arkansas,104692,5712,88579,94291,198983,.,.,104692,94291,1,4021,36,0
2020,7,4,7/4/20,6,California,2758474,228541,2253420,2481961,5240435,2758474,2481961,.,.,1,44614,436,0
2020,7,4,7/4/20,8,Colorado,246108,536,92576,93112,339220,246108,93112,.,.,1,1837,29,0
2020,7,4,7/4/20,9,Connecticut,251926,10882,63854,74736,326662,251926,74736,.,.,1,603,38,0
2020,7,4,7/4/20,10,Delaware,45598,1780,10343,12123,57721,45598,12123,.,.,1,687,24,0
2020,7,4,7/4/20,11,District of Columbia,72802,1881,13316,15197,87999,72802,15197,.,.,1,235,12,0
2020,7,4,7/4/20,12,Florida,581952,0,0,0,581952,.,.,581952,0,1,51007,283,0
2020,7,4,7/4/20,13,Georgia,619947,0,166810,166810,786757,.,.,619947,166810,1,13738,108,0
2020,7,4,7/4/20,15,Hawaii,123633,1854,86594,88448,212081,123633,88448,.,.,1,95,0,0
2020,7,4,7/4/20,16,Idaho,29090,5004,2727,7731,36821,.,.,29090,7731,1,1755,0,0
2020,7,4,7/4/20,17,Illinois,667460,35951,677215,713166,1380626,667460,713166,.,.,1,5385,190,0
2020,7,4,7/4/20,18,Indiana,183968,7671,267770,275441,459409,.,.,183968,275441,1,2769,74,0
2020,7,4,7/4/20,19,Iowa,134215,9356,13658,23014,157229,.,.,134215,23014,1,2743,20,0
2020,7,4,7/4/20,20,Kansas,79513,2030,136546,138576,218089,79513,138576,.,.,1,2065,16,0
2020,7,4,7/4/20,21,Kentucky,150522,8282,56969,65251,215773,150522,65251,.,.,1,1557,34,0
2020,7,4,7/4/20,22,Louisiana,313157,3453,148322,151775,464932,.,.,313157,151775,1,7522,88,0
2020,7,4,7/4/20,23,Maine,63635,1979,23852,25831,89466,63635,25831,.,.,1,256,0,0
2020,7,4,7/4/20,24,Maryland,246727,11347,503235,514582,761309,.,.,246727,514582,1,2605,92,0
2020,7,4,7/4/20,25,Massachusetts,557705,36640,437247,473887,1031592,557705,473887,.,.,1,1513,169,0
2020,7,4,7/4/20,26,Michigan,529147,25180,996849,1022029,1551176,529147,1022029,.,.,1,2551,75,0
2020,7,4,7/4/20,27,Minnesota,326245,21396,65187,86583,412828,326245,86583,.,.,1,2821,52,0
2020,7,4,7/4/20,28,Mississippi,137330,4571,51332,55903,193233,.,.,137330,55903,1,4572,81,0
2020,7,4,7/4/20,29,Missouri,205120,11346,98059,109405,314525,.,.,205120,109405,1,3025,46,0
2020,7,4,7/4/20,30,Montana,39032,2685,44136,46821,85853,.,.,39032,46821,1,243,0,0
2020,7,4,7/4/20,31,Nebraska,57114,1830,27589,29419,86533,.,.,57114,29419,1,1103,18,0
2020,7,4,7/4/20,32,Nevada,287968,10457,135727,146184,434152,287968,146184,.,.,1,4758,22,0
2020,7,4,7/4/20,33,New Hampshire,74476,0,23481,23481,97957,.,.,.,.,1,192,23,0
2020,7,4,7/4/20,34,New Jersey,491778,60125,396381,456506,948284,491778,456506,.,.,1,3110,1301,0
2020,7,4,7/4/20,35,New Mexico,97179,4506,62449,66955,164134,97179,66955,.,.,1,1324,21,0
2020,7,4,7/4/20,36,New York,1712394,78651,1060127,1138778,2851172,1712394,1138778,.,.,1,4475,623,0
2020,7,4,7/4/20,37,North Carolina,412353,144716,197123,341839,754192,412353,341839,.,.,1,10450,89,0
2020,7,4,7/4/20,38,North Dakota,27021,3168,8112,11280,38301,.,.,27021,11280,1,263,3,0
2020,7,4,7/4/20,39,Ohio,416709,17331,412034,429365,846074,.,.,416709,429365,1,6092,116,0
2020,7,4,7/4/20,40,Oklahoma,131034,6046,19822,25868,156902,.,.,131034,25868,1,2645,16,0
2020,7,4,7/4/20,41,Oregon,203600,10954,28450,39404,243004,203600,39404,.,.,1,1561,15,0
2020,7,4,7/4/20,42,Pennsylvania,651160,38418,3421264,3459682,4110842,651160,3459682,.,.,1,4162,164,0
2020,7,4,7/4/20,44,Rhode Island,66304,3144,49085,52229,118533,66304,52229,.,.,1,302,39,0
2020,7,4,7/4/20,45,South Carolina,187282,15399,66515,81914,269196,.,.,187282,81914,1,10101,81,0
2020,7,4,7/4/20,46,South Dakota,15942,327,4123,4450,20392,.,.,15942,4450,1,407,7,0
2020,7,4,7/4/20,47,Tennessee,273815,5088,142896,147984,421799,.,.,273815,147984,1,7526,58,0
2020,7,4,7/4/20,48,Texas,1237931,113819,554673,668492,1906423,.,.,1237931,668492,1,43229,231,0
2020,7,4,7/4/20,49,Utah,70639,4680,10776,15456,86095,.,.,70639,15456,1,3855,10,0
2020,7,4,7/4/20,50,Vermont,39089,1319,9296,10615,49704,39089,10615,.,.,1,37,0,0
2020,7,4,7/4/20,51,Virginia,378607,17445,381215,398660,777267,378607,398660,.,.,1,3775,128,0
2020,7,4,7/4/20,53,Washington,380975,7058,145759,152817,533792,380975,152817,.,.,1,3767,45,0
2020,7,4,7/4/20,54,West Virginia,65556,4641,0,4641,70197,.,.,65556,4641,1,347,1,0
2020,7,4,7/4/20,55,Wisconsin,218553,9870,54379,64249,282802,218553,64249,.,.,1,3585,30,0
2020,7,4,7/4/20,56,Wyoming,14048,0,3381,3381,17429,.,.,14048,3381,1,222,0,0
2020,7,11,7/11/20,1,Alabama,117388,56759,37496,94255,211643,.,.,117388,94255,1,8393,89,0
2020,7,11,7/11/20,2,Alaska,43225,3330,15230,18560,61785,.,.,43225,18560,1,303,0,0
2020,7,11,7/11/20,4,Arizona,227419,11945,0,11945,239364,.,.,227419,11945,1,25306,273,0
2020,7,11,7/11/20,5,Arkansas,99083,7070,113867,120937,220020,.,.,99083,120937,1,4084,29,0
2020,7,11,7/11/20,6,California,2946807,215671,2414077,2629748,5576555,2946807,2629748,.,.,1,55149,543,0
2020,7,11,7/11/20,8,Colorado,228224,1353,72596,73949,302173,228224,73949,.,.,1,2203,18,0
2020,7,11,7/11/20,9,Connecticut,254461,11296,62215,73511,327972,254461,73511,.,.,1,540,18,0
2020,7,11,7/11/20,10,Delaware,42194,1672,9760,11432,53626,42194,11432,.,.,1,855,7,0
2020,7,11,7/11/20,11,District of Columbia,72525,1990,13981,15971,88496,72525,15971,.,.,1,276,11,0
2020,7,11,7/11/20,12,Florida,914801,0,0,0,914801,.,.,914801,0,1,62702,375,0
2020,7,11,7/11/20,13,Georgia,792717,0,220676,220676,1013393,.,.,792717,220676,1,17140,96,0
2020,7,11,7/11/20,15,Hawaii,128650,1696,80182,81878,210528,128650,81878,.,.,1,162,0,0
2020,7,11,7/11/20,16,Idaho,28766,5195,670,5865,34631,.,.,28766,5865,1,2698,4,0
2020,7,11,7/11/20,17,Illinois,664763,33607,808265,841872,1506635,664763,841872,.,.,1,5770,139,0
2020,7,11,7/11/20,18,Indiana,190169,7926,161862,169788,359957,.,.,190169,169788,1,3301,75,0
2020,7,11,7/11/20,19,Iowa,134284,10786,9496,20282,154566,.,.,134284,20282,1,3182,20,0
2020,7,11,7/11/20,20,Kansas,78783,2170,153097,155267,234050,78783,155267,.,.,1,2628,13,0
2020,7,11,7/11/20,21,Kentucky,158381,8509,32478,40987,199368,158381,40987,.,.,1,2069,37,0
2020,7,11,7/11/20,22,Louisiana,312893,3488,151757,155245,468138,.,.,312893,155245,1,10525,102,0
